864793.3817760783	388.30713986818181818181
865060.5241226541	387.97070437121213636363
866123.8085634414	387.94333672424245454545
865803.5885986695	388.26106624848486363636
866260.006916613	388.62716971666668181818
866331.0126048328	388.63678915378786363636
868192.0307310084	388.90522902196972727272
869216.3842523114	389.00694618106063636363
870960.8674715067	389.25151417500000000000
863406.2909587069	386.57706889318186363636
851410.2302391066	341.79356569166663636363
840805.7727370152	293.34320721666663636363
796138.712015204	265.48968640227272727272
749617.1022735189	246.72488594621213636363
707962.3696923468	230.40029245984847727272
637450.3256413788	205.24916567954547272727
579012.0230568149	187.01670813106059090909
530639.1089808643	175.76791773030304545454
454640.07511015626	162.33537221969695454545
397649.2042739944	154.73655757424240909090
353342.344275609	151.90420875984850000000
317919.7853528321	149.46309893863638181818
288949.79146535654	147.23524210833333636363
264819.42163679143	145.56128845984848181818
226917.80723307215	142.61936100757577272727
198506.58574474574	141.03408752272729090909
176415.81107837785	139.75711835454545454545
158751.64543622767	138.76296460303031818181
135081.5032942119	137.41617184621211818181
107467.3202235988	136.03247002424245454545
99073.1697192349	135.70758624242422727272
85687.6096372679	134.95429786439393181818
75486.72124925445	134.49909425909090909090
67457.2391510775	134.03763816439395454545
60987.874463062326	133.56186079090907727272
41185.47547306998	132.32932231818181818181
31090.668085157387	131.70195984545454545454
20862.531472844898	130.75551307196972727272
12583.988508743409	130.13469025833336363636
1579.2268399605025	129.37085214545454545454
631.3309223775816	129.27663489924242272727
